City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Dongzhen,CN,22.3797,110.9389,71.01,79,74,1.7,broken clouds
347,Odienne,CI,9.51,-7.5692,86.52,30,94,4.0,overcast clouds
348,Broken Hill,AU,-31.95,141.4333,64.4,48,0,8.05,clear sky
349,Grindavik,IS,63.8424,-22.4338,37.4,81,75,17.27,broken clouds
350,Mamlyutka,KZ,54.9375,68.5394,5.11,95,100,12.3,light snow
351,Yaritagua,VE,10.08,-69.1261,81.66,48,88,10.0,overcast clouds
352,Haslett,US,42.747,-84.4011,55.4,76,90,9.22,overcast clouds
353,Khuzhir,RU,53.1939,107.3397,-0.94,81,99,2.48,overcast clouds
354,Tecoanapa,MX,16.5167,-98.75,83.88,57,0,12.08,clear sky
355,Kaiserslautern,DE,49.45,7.75,35.01,100,1,7.2,clear sky
356,Mweka,CD,-4.85,21.5667,72.19,86,94,1.86,overcast clouds
357,Mbandaka,CD,0.0487,18.2603,80.28,61,99,2.89,overcast clouds
358,Pasighat,IN,28.0667,95.3333,66.4,64,99,3.8,overcast clouds
359,Gwanda,ZW,-20.9333,29.0,60.35,87,90,10.89,overcast clouds
360,Cangzhou,CN,38.3167,116.8667,27.84,98,100,16.44,snow
361,Ostersund,SE,63.1792,14.6357,39.2,70,100,11.5,overcast clouds
362,Abu Samrah,SY,35.3029,37.1841,50.45,74,10,9.37,clear sky
363,Matay,EG,28.419,30.7792,56.39,50,0,9.13,clear sky
364,Isangel,VU,-19.55,169.2667,79.81,76,38,11.79,scattered clouds
365,Svetlyy,RU,54.675,20.1347,35.6,100,40,11.18,scattered clouds
366,Yining,CN,29.0361,114.5636,55.35,92,100,1.1,overcast clouds
367,Rakai,UG,-0.72,31.4839,64.15,78,9,4.76,clear sky
368,Spring Hill,US,28.4769,-82.5255,87.8,42,20,6.91,few clouds
369,Tinaquillo,VE,9.9186,-68.3047,81.34,52,95,6.69,overcast clouds
370,Cidreira,BR,-30.1811,-50.2056,74.03,85,48,20.89,scattered clouds
371,Akyab,MM,20.15,92.9,70.43,90,1,5.01,clear sky
372,Hamilton,US,39.1834,-84.5333,61.0,88,90,10.36,overcast clouds
373,Las Matas De Farfan,DO,18.8731,-71.5166,86.22,31,1,9.82,clear sky
374,Biltine,TD,14.5333,20.9167,78.31,16,0,16.62,clear sky
375,Ducheng,CN,23.2373,111.5317,65.23,87,64,2.06,broken clouds
376,Lufilufi,WS,-13.8745,-171.5986,86.0,84,75,6.91,broken clouds
377,Nea Fokaia,GR,40.1333,23.4,44.01,96,10,3.76,clear sky
378,Nouadhibou,MR,20.931,-17.0347,62.6,72,0,17.27,clear sky
379,Marolambo,MG,-20.05,48.1167,71.01,97,50,1.52,light rain
380,Kayan,MM,16.9056,96.5631,73.4,88,0,3.44,clear sky
381,Tezu,IN,27.9167,96.1667,68.11,55,98,2.84,overcast clouds
382,Buala,SB,-8.145,159.5921,77.16,88,100,7.49,moderate rain
383,Luderitz,NA,-26.6481,15.1594,68.29,73,5,6.38,clear sky
384,Chenove,FR,47.2932,5.0046,44.01,70,0,6.91,clear sky
385,Visby,SE,57.6409,18.296,33.8,93,4,3.44,clear sky
386,Saint-Felicien,CA,48.6501,-72.4491,21.2,79,75,4.61,broken clouds
387,Kaliua,TZ,-5.0606,31.7936,67.82,82,99,2.08,overcast clouds
388,Talcahuano,CL,-36.7167,-73.1167,75.2,46,0,18.41,clear sky
389,Wagga Wagga,AU,-35.1167,147.3667,66.0,67,0,4.14,clear sky
390,Esperance,AU,-33.8667,121.9,60.8,82,90,8.05,overcast clouds
391,Lata,PT,40.1629,-8.3327,55.99,95,12,1.01,few clouds
392,Requena,ES,39.4883,-1.1004,52.0,93,87,1.01,overcast clouds
393,Havelian,PK,34.0536,73.1657,57.0,63,0,1.99,clear sky
394,Krasnoselkup,RU,65.7,82.4667,-29.67,84,30,7.7,scattered clouds
395,Florence,IT,43.7667,11.25,50.0,46,0,5.75,clear sky
396,Atherton,GB,53.5237,-2.4935,44.01,73,0,1.01,clear sky
397,Berezovka,BY,53.7214,25.4993,36.73,92,98,7.29,overcast clouds
398,Havoysund,NO,70.9963,24.6622,41.0,81,75,31.07,broken clouds
399,Terra Roxa,BR,-23.8557,-50.0314,69.01,99,99,4.0,overcast clouds
400,Guiren,CN,33.6697,118.1889,50.41,96,100,7.9,light rain
401,Kenora,CA,49.8167,-94.4337,8.6,61,75,9.22,broken clouds
402,Octeville,FR,49.6261,-1.6435,46.99,100,90,12.66,mist
403,Dali,CN,25.7,100.1833,44.06,80,4,5.23,clear sky
404,Kavaratti,IN,10.5669,72.642,81.81,69,0,1.21,clear sky
405,Inirida,CO,3.8653,-67.9239,84.88,71,96,0.63,overcast clouds
406,Puerto Madryn,AR,-42.7692,-65.0385,82.08,25,3,9.98,clear sky
407,Sainte-Maxime,FR,43.3,6.6333,52.0,71,37,2.3,scattered clouds
408,Batetskiy,RU,58.6461,30.3027,30.65,99,78,4.32,broken clouds
409,Aksha,RU,50.2814,113.2867,-13.77,85,10,1.99,clear sky
410,Diamantino,BR,-14.4086,-56.4461,82.06,78,16,0.67,few clouds
411,Cabra,ES,37.4725,-4.4421,53.6,82,0,5.75,clear sky
412,Caravelas,BR,-17.7125,-39.2481,77.0,84,99,7.74,overcast clouds
413,Surt,LY,31.2089,16.5887,59.7,72,0,8.63,clear sky
414,Ilheus,BR,-14.7889,-39.0494,75.2,94,75,5.75,broken clouds
415,Ketchikan,US,55.3422,-131.6461,39.2,100,90,11.5,moderate rain
416,Sakaraha,MG,-22.9,44.5333,73.47,90,100,3.31,overcast clouds
417,Oussouye,SN,12.485,-16.5469,78.8,78,0,9.22,clear sky
418,Umm Lajj,SA,25.0213,37.2685,69.62,56,0,6.87,clear sky
419,Flinders,AU,-34.5833,150.8552,70.0,91,2,1.01,clear sky
420,Mlowo,TZ,-9.0,32.9833,61.39,92,100,1.99,overcast clouds
421,Bone,DE,51.9669,12.1396,37.0,95,0,2.77,clear sky
422,Caraguatatuba,BR,-23.6338,-45.4899,78.8,73,20,10.36,moderate rain
423,Rio Gallegos,AR,-51.6226,-69.2181,60.8,72,40,17.27,scattered clouds
424,Hokitika,NZ,-42.7167,170.9667,61.65,83,100,8.63,overcast clouds
425,Ovalle,CL,-30.5983,-71.2003,82.44,38,0,9.86,clear sky
426,Waipawa,NZ,-41.4122,175.5153,68.0,77,75,8.05,broken clouds
427,Dagana,MR,16.5165,-15.5068,78.8,24,0,2.3,clear sky
428,Salisbury,GB,51.0693,-1.7957,42.8,81,0,11.5,clear sky
429,Sorong,ID,-0.8833,131.25,81.57,82,22,8.7,light rain
430,Ushirombo,TZ,-3.4919,31.9639,65.62,84,47,3.13,scattered clouds
431,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.8,73,0,6.91,clear sky
432,Fortuna,US,40.5982,-124.1573,57.0,58,1,12.66,clear sky
433,Buraydah,SA,26.326,43.975,64.4,34,40,12.66,scattered clouds
434,Lasa,IT,46.6166,10.7002,42.01,74,0,4.61,clear sky
435,Igrim,RU,63.1906,64.4162,-16.76,87,32,5.08,scattered clouds
436,Palana,RU,59.1167,159.9667,-8.48,92,100,18.88,overcast clouds
437,Portland,US,45.5234,-122.6762,55.0,54,75,6.91,broken clouds
438,Ust-Omchug,RU,61.15,149.6333,-23.71,81,74,4.56,broken clouds
439,Hovd,MN,48.0056,91.6419,8.33,69,71,1.34,broken clouds
440,Port Blair,IN,11.6667,92.75,76.82,61,0,4.68,clear sky
441,Iguape,BR,-24.7081,-47.5553,76.21,86,56,3.78,moderate rain
442,Dingle,PH,10.9995,122.6711,74.46,91,66,7.63,light rain
443,Guangshui,CN,31.6199,113.9978,47.48,90,100,8.23,light rain
444,Pisco,PE,-13.7,-76.2167,75.99,83,75,9.22,broken clouds
445,Istanbul,TR,41.0351,28.9833,45.0,81,75,4.61,broken clouds
446,Biloela,AU,-24.4167,150.5,74.05,84,76,6.89,broken clouds
447,Tacoronte,ES,28.4769,-16.4102,55.99,94,75,18.41,broken clouds
448,Rio Grande,BR,-32.035,-52.0986,78.8,69,75,21.85,broken clouds
449,Port Keats,AU,-14.25,129.55,81.09,81,63,7.23,broken clouds
450,Richards Bay,ZA,-28.783,32.0377,67.57,74,58,2.62,broken clouds
451,Sarangani,PH,5.4033,125.4636,82.13,76,93,13.85,overcast clouds
452,Bandarbeyla,SO,9.4942,50.8122,76.08,80,23,13.09,few clouds
453,La Ronge,CA,55.1001,-105.2842,-7.6,45,0,3.44,clear sky
454,Mocuba,MZ,-16.8392,36.9856,70.95,98,48,5.5,light rain
455,Boyolangu,ID,-8.1181,111.8935,74.73,86,79,3.91,broken clouds
456,Qaqortoq,GL,60.7167,-46.0333,26.6,46,75,1.14,light snow
457,Lazaro Cardenas,MX,17.9583,-102.2,81.21,59,59,9.44,broken clouds
458,Vanavara,RU,60.34,102.2797,-22.86,87,91,2.53,overcast clouds
459,Barberton,ZA,-25.7884,31.0532,64.99,82,91,2.3,overcast clouds
460,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,68,20,13.8,few clouds
461,Parvatsar,IN,26.8833,74.7667,64.71,17,0,6.35,clear sky
462,Nishihara,JP,26.1842,127.7558,69.8,88,40,4.61,scattered clouds
463,Namibe,AO,-15.1961,12.1522,71.58,78,65,8.43,broken clouds
464,Xining,CN,36.6167,101.7667,20.97,89,87,2.26,overcast clouds
465,Victoria,HK,22.2855,114.1577,69.01,86,100,10.96,overcast clouds
466,Neiafu,TO,-18.65,-173.9833,78.8,78,75,10.36,moderate rain
467,Kulykiv,UA,50.3142,24.8176,39.99,95,100,5.01,overcast clouds
468,Haverhill,US,42.7762,-71.0773,43.0,56,20,4.61,few clouds
469,Mount Isa,AU,-20.7333,139.5,75.2,73,18,6.69,few clouds
470,Margate,GB,51.3813,1.3862,44.01,84,0,4.0,clear sky
471,Quelimane,MZ,-17.8786,36.8883,80.6,74,75,11.5,light rain
472,Norsup,VU,-16.0667,167.3833,81.19,70,99,5.17,overcast clouds
473,Miranda,CO,3.2499,-76.2281,73.4,100,75,11.5,broken clouds
474,Qingdao,CN,36.0986,120.3719,41.0,93,90,15.66,light rain
475,Mlonggo,ID,-6.5333,110.7,78.53,83,89,1.23,overcast clouds
476,Lake Havasu City,US,34.4839,-114.3224,59.0,12,1,19.57,clear sky
477,Homer,US,59.6425,-151.5483,28.4,74,20,19.57,few clouds
478,Nautla,MX,20.2167,-96.7833,80.2,78,41,10.09,scattered clouds
479,Taquari,BR,-29.7997,-51.8644,81.0,72,19,5.99,few clouds
480,Disa,IN,24.25,72.1667,64.65,57,0,2.44,clear sky
481,Pimenta Bueno,BR,-11.6725,-61.1936,79.68,92,100,3.62,light rain
482,Wuwei,CN,37.9281,102.6414,24.33,90,97,2.04,overcast clouds
483,Muzaffarabad,PK,34.37,73.4711,51.48,44,0,6.91,clear sky
484,Okato,NZ,-39.2,173.8833,70.0,70,80,8.99,broken clouds
485,Dakar,SN,14.6937,-17.4441,64.4,88,0,9.22,clear sky
486,Yulara,AU,-25.2406,130.9889,69.8,35,0,2.3,clear sky
487,Kipushi,CD,-11.7667,27.2333,64.74,96,100,6.35,light rain
488,Cisternino,IT,40.7445,17.4243,51.01,62,0,4.0,clear sky
489,Abonnema,NG,4.7084,6.7931,78.8,89,40,9.28,scattered clouds
490,Pitimbu,BR,-7.4706,-34.8086,77.0,94,75,13.8,broken clouds
491,Pinyug,RU,60.251,47.7842,-0.35,97,36,2.66,scattered clouds
492,The Valley,AI,18.217,-63.0578,78.8,69,40,16.11,scattered clouds
493,Kashi,CN,39.4547,75.9797,33.8,80,75,4.47,broken clouds
494,Bantry,IE,51.6833,-9.45,41.0,93,20,9.22,few clouds
495,Bilma,NE,18.6853,12.9164,68.05,20,0,5.41,clear sky
496,Henties Bay,NA,-22.116,14.2845,64.0,91,25,3.0,scattered clouds
497,Algiers,DZ,36.7525,3.042,57.2,82,75,11.5,broken clouds
498,Kazanka,UA,47.8462,32.8218,33.8,80,90,5.19,overcast clouds
499,Atasu,KZ,48.6814,71.6433,33.44,97,100,22.15,light snow
500,Bolobo,CD,-2.1667,16.2333,81.16,60,49,2.95,scattered clouds
501,Nizhniy Tsasuchey,RU,50.5167,115.1333,-12.28,75,6,3.11,clear sky
502,Lao Cai,VN,22.4833,103.95,64.6,82,60,0.47,broken clouds
503,Pervomayskoye,RU,43.919,46.7102,39.25,92,100,10.63,overcast clouds
504,Cap Malheureux,MU,-19.9842,57.6142,79.0,77,2,1.99,clear sky
505,Karlskoga,SE,59.3267,14.5239,39.2,81,0,8.05,clear sky
506,Tirumullaivasal,IN,11.2333,79.8333,74.08,79,0,4.05,clear sky
507,Hvide Sande,DK,56.0045,8.1294,39.99,79,0,12.26,clear sky
508,Mayo,US,38.8876,-76.5119,44.01,100,90,4.61,light rain
509,Trinidad,BO,-14.8333,-64.9,86.0,70,75,5.75,broken clouds
510,Mbumi,TZ,-7.9058,39.2105,76.53,95,90,1.48,overcast clouds
511,Pangkalanbuun,ID,-2.6833,111.6167,73.27,92,29,1.92,scattered clouds
512,Seymchan,RU,62.8833,152.4333,-32.06,97,87,2.44,overcast clouds
513,Antalaha,MG,-14.9003,50.2788,76.91,85,33,5.08,scattered clouds
514,Naze,JP,28.3667,129.4833,64.06,83,74,18.39,broken clouds
515,Tecpan,GT,14.7623,-90.9947,80.6,39,20,9.22,few clouds
516,Bengkulu,ID,-3.8004,102.2655,76.77,82,96,4.27,overcast clouds
517,Golden,US,39.7555,-105.2211,37.99,21,40,4.61,scattered clouds
518,Stadtbergen,DE,48.3667,10.85,32.0,86,0,1.14,clear sky
519,Tatarsk,RU,55.219,75.9828,7.3,95,100,14.5,light snow
520,Carlsbad,US,33.1581,-117.3506,75.2,12,1,11.5,clear sky
521,San Luis,AR,-33.295,-66.3356,88.9,34,30,10.25,scattered clouds
522,Ozernovskiy,RU,51.5,156.5167,23.38,82,100,20.04,light snow
523,Kohila,EE,59.1681,24.7575,34.0,93,0,11.5,clear sky
524,Tocopilla,CL,-22.092,-70.1979,72.97,71,27,5.48,scattered clouds
525,Denpasar,ID,-8.65,115.2167,75.2,94,40,1.14,scattered clouds
526,Acari,PE,-15.4311,-74.6158,80.2,67,49,10.65,scattered clouds
527,Altamira,BR,-3.2033,-52.2064,82.4,83,40,3.04,scattered clouds
528,Tottori,JP,35.5,134.2333,48.92,79,0,10.31,clear sky
529,Mildura,AU,-34.2,142.15,59.0,72,0,5.75,clear sky
530,San Quintin,MX,30.4833,-115.95,64.17,49,0,8.61,clear sky
531,Hobara,JP,37.8167,140.55,34.0,82,18,4.14,few clouds
532,Omsukchan,RU,62.5333,155.8,-26.72,83,95,5.84,overcast clouds
533,Odweyne,SO,9.4092,45.064,71.53,40,44,7.99,scattered clouds
534,Waddan,LY,29.1614,16.139,57.94,45,0,11.95,clear sky
535,Evensk,RU,61.95,159.2333,-3.5,67,100,13.42,overcast clouds
536,Maarianhamina,AX,60.0973,19.9348,37.4,75,0,4.61,clear sky
537,Praia,CV,14.9215,-23.5087,68.0,68,40,20.71,scattered clouds
538,Camabatela,AO,-8.1881,15.375,65.1,89,97,0.56,overcast clouds
539,Menongue,AO,-14.6585,17.691,65.64,77,58,4.56,broken clouds
540,Sokolo,ML,14.7328,-6.1219,76.95,17,2,5.5,clear sky
541,Santa Rosalia,MX,27.3167,-112.2833,67.55,33,0,21.94,clear sky
542,High Level,CA,58.5169,-117.136,-7.6,77,90,14.97,snow
543,Leninskoye,KZ,41.7589,69.3864,39.2,60,100,4.61,smoke
544,Tabas,IR,33.5959,56.9244,48.13,40,27,3.4,scattered clouds
545,San Rafael,AR,-34.6177,-68.3301,91.74,23,0,8.03,clear sky
546,Black River,JM,18.0264,-77.8487,84.0,74,20,24.16,few clouds
547,Cukai,MY,4.25,103.4167,75.2,94,54,2.59,broken clouds
548,Pindushi,RU,62.9152,34.58,27.77,98,58,6.29,broken clouds
549,Gogrial,SS,8.5332,28.1004,79.57,15,0,7.54,clear sky
550,Pustoshka,RU,56.3355,29.369,33.44,98,99,4.05,overcast clouds
551,Gallup,US,35.5281,-108.7426,35.6,17,20,12.66,few clouds
552,Cantapoy,PH,9.4906,125.4364,77.07,82,99,4.05,overcast clouds
553,Juegang,CN,32.3174,121.1855,55.0,97,100,8.34,light rain
554,Ferme-Neuve,CA,46.7001,-75.4493,41.0,60,99,8.05,overcast clouds
555,Aykhal,RU,66.0,111.5,-41.1,78,26,2.77,scattered clouds
556,Tongliao,CN,43.6125,122.2653,12.16,56,100,12.15,overcast clouds
557,Marsh Harbour,BS,26.5412,-77.0636,76.59,75,0,16.55,clear sky
558,Bayeux,BR,-7.125,-34.9322,77.0,94,75,13.8,broken clouds
559,Itaqui,BR,-29.1253,-56.5531,91.35,28,0,13.42,clear sky
560,Santa Fe,AR,-31.6333,-60.7,95.0,35,85,3.0,overcast clouds
561,La Asuncion,VE,11.0333,-63.8628,76.93,78,87,13.8,overcast clouds
562,Algeciras,ES,36.1333,-5.4505,59.0,82,75,32.21,light rain
563,Bilibino,RU,68.0546,166.4372,-19.64,81,0,4.34,clear sky
564,Saint Anthony,US,45.0205,-93.218,32.0,59,1,17.27,clear sky
565,Salinas,US,36.6777,-121.6555,66.2,26,1,4.61,clear sky
566,Kenai,US,60.5544,-151.2583,24.8,58,1,7.16,clear sky
567,Nioro,GM,13.35,-15.75,77.4,19,0,7.83,clear sky
568,Moussoro,TD,13.6408,16.4901,80.19,16,5,14.34,clear sky
569,Vestmanna,FO,62.1564,-7.1664,42.8,100,90,5.75,mist
570,Turayf,SA,31.6725,38.6637,46.4,87,0,4.61,clear sky
571,Sassandra,CI,4.95,-6.0833,78.4,88,100,5.7,overcast clouds
572,Fenoarivo,MG,-18.933,47.4354,68.0,88,40,6.91,scattered clouds
573,Port Macquarie,AU,-31.4333,152.9167,71.6,94,75,3.44,broken clouds
574,Pundaguitan,PH,6.3711,126.1689,80.92,79,35,11.32,scattered clouds
575,Jinchang,CN,38.4953,102.1739,24.42,88,100,4.36,overcast clouds
576,Mitsamiouli,KM,-11.3847,43.2844,81.27,77,14,7.49,few clouds
577,Kargil,IN,34.5667,76.1,2.14,79,29,2.06,scattered clouds
578,High Wycombe,GB,51.6291,-0.7493,42.01,87,0,8.81,clear sky
579,Lac Du Bonnet,CA,50.2536,-96.0612,7.2,91,100,10.22,overcast clouds
580,Sitangkai,PH,4.6628,119.3928,82.27,74,8,4.0,clear sky
581,Mokhsogollokh,RU,61.4681,128.9203,-16.11,87,100,7.07,overcast clouds
582,Nesbyen,NO,60.5681,9.1027,30.99,71,33,4.65,scattered clouds
583,Sur,OM,22.5667,59.5289,67.33,71,0,2.1,clear sky
584,Amarante Do Maranhao,BR,-5.5667,-46.7422,78.49,89,68,2.86,light rain
585,Laguna,US,38.421,-121.4238,64.99,29,1,6.91,clear sky
586,Rosetta,EG,31.4044,30.4164,60.8,67,20,9.22,few clouds
587,Camacha,PT,33.0833,-16.3333,60.8,72,20,14.97,few clouds
588,Carberry,CA,49.8689,-99.3602,10.4,67,90,12.66,overcast clouds
589,Tallahassee,US,30.4383,-84.2807,79.0,65,75,12.66,broken clouds
590,Dicabisagan,PH,17.0818,122.4157,76.3,90,99,3.67,overcast clouds
591,Blackpool,GB,53.8167,-3.05,43.0,81,0,8.05,clear sky
592,Palu,ID,-0.8917,119.8707,74.44,80,100,2.51,overcast clouds
593,Majene,ID,-3.5403,118.9707,77.04,76,100,2.48,overcast clouds
594,Jasper,US,37.2001,-94.3502,53.6,47,90,12.66,overcast clouds
595,Wodonga,AU,-36.1167,146.8833,63.0,88,8,3.53,clear sky
596,Nadaun,IN,31.7833,76.35,55.17,35,0,4.27,clear sky
597,Lithakia,GR,37.7167,20.8333,51.8,100,40,2.3,scattered clouds
598,Ambon,ID,-3.6954,128.1814,78.8,89,40,5.75,scattered clouds
599,Vangaindrano,MG,-23.35,47.6,77.5,90,100,3.49,light rain
600,Banda Aceh,ID,5.5577,95.3222,76.55,76,0,5.41,clear sky
601,Klyuchi,RU,52.2667,79.1667,28.78,95,100,21.79,snow
602,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,47,1,6.91,clear sky
603,Mamou,GN,10.5,-12.0,80.26,23,95,1.05,overcast clouds
604,Oranjemund,NA,-28.55,16.4333,68.83,75,91,4.07,overcast clouds
605,Vallenar,CL,-28.5708,-70.7581,82.0,35,0,8.19,clear sky
606,Joshimath,IN,30.5667,79.5667,43.5,39,0,4.94,clear sky
607,Manokwari,ID,-0.8667,134.0833,78.13,70,65,4.25,broken clouds
608,Megion,RU,61.0296,76.1136,-13.0,84,0,4.47,clear sky
609,Elmadag,TR,39.9208,33.2308,32.0,69,0,3.44,clear sky
610,Lesnyye Polyany,RU,55.9667,37.8667,30.2,93,44,6.71,snow
611,Malakal,SS,9.5334,31.6605,83.19,14,0,8.37,clear sky
612,Belmonte,BR,-15.8631,-38.8828,78.8,88,75,4.61,broken clouds
613,Orel,RU,52.9658,36.0803,29.12,89,98,3.06,light snow
614,Harda,IN,22.3333,77.1,69.98,29,0,1.21,clear sky
615,Vicuna,CL,-30.0319,-70.7081,82.99,35,0,8.84,clear sky
616,Ampere,BR,-25.915,-53.4728,73.76,89,51,5.03,broken clouds
617,Mattru,SL,7.6244,-11.8332,78.94,80,97,5.61,overcast clouds
618,Wilhelmshaven,DE,53.5167,8.1333,37.99,100,3,2.3,clear sky
619,Emmett,US,43.8735,-116.4993,39.0,52,49,4.0,scattered clouds
620,Hualmay,PE,-11.0964,-77.6139,77.11,58,11,6.35,few clouds
621,San Lorenzo,PY,-25.3333,-57.5333,91.4,49,20,6.91,few clouds
622,Zambezi,ZM,-13.5432,23.1047,64.8,95,100,5.01,overcast clouds
623,Terrace,CA,54.5163,-128.6035,39.2,93,90,24.16,snow
624,Abu Dhabi,AE,24.4667,54.3667,64.4,68,0,2.3,clear sky
625,Suratgarh,IN,29.3167,73.9,61.07,19,0,9.08,clear sky
626,Makhachkala,RU,42.9764,47.5024,39.2,93,90,4.47,mist
627,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,97.59,22,0,8.46,clear sky
628,Domasnea,RO,45.0833,22.3167,34.86,87,8,4.74,clear sky
629,Jati,PK,24.3539,68.2671,64.89,57,0,8.3,clear sky
630,Kaka,TM,37.3482,59.6143,45.55,48,0,1.9,clear sky
631,Torbay,CA,47.6666,-52.7314,32.0,100,90,20.71,light rain
632,Kota,IN,25.1833,75.8333,70.9,26,0,3.6,clear sky
633,Parnu,EE,58.3859,24.4971,35.01,83,0,5.01,clear sky
634,Batagay,RU,67.6333,134.6333,-35.14,81,50,1.79,scattered clouds
635,Guerrero Negro,MX,27.9769,-114.0611,72.93,26,0,7.4,clear sky
636,Madison,US,34.7334,-86.5667,75.99,64,90,9.22,overcast clouds
637,Amalapuram,IN,16.5833,82.0167,69.08,93,0,1.45,clear sky
638,Loveland,US,40.3978,-105.075,39.0,22,1,10.36,clear sky
639,Bjornevatn,NO,69.6672,29.9847,37.4,81,75,9.22,broken clouds
640,Abu Kamal,SY,34.4506,40.9171,57.6,36,0,7.81,clear sky
641,Pointe-Noire,CG,-4.7761,11.8635,82.4,83,40,9.22,scattered clouds
642,Namatanai,PG,-3.6667,152.4333,79.56,78,100,2.24,overcast clouds
